EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,
5637540,JASPER CO.,HARDEEVILLE,4/9/1998,522,Tornado, ,F1,0,0,50000,0,SC,EST, ,2075160,C,53,CHS,0,0, , ,1,150,2,W,1,W,HARDEEVILLE,4/9/1998,527,32.28,-81.12,32.28,-81.1,"Numerous trees uprooted or snapped off, shingles taken off of nearby roofs, and several other buildings damaged. This F1 tornado was spawned by the same supercell that produced the F3 tornado in Bryan County, Georgia that moved into  western Effingham County and lifted with no further touchdown until the Hardeeville area.",,292,,,,,,,,,,,,,
5639380,LONG CO.,DONALD,4/9/1998,535,Tornado, ,F2,3,24,200000,0,GA,EST, ,2075162,C,183,CHS,0,0, , ,2.5,400,4,ENE,6,ENE,DONALD,4/9/1998,545,31.83,-81.78,31.85,-81.75,Tornado touched down in the Rye Patch Community where 3 people died (all were in mobile homes).Ten mobile homes were destroyed and two others were damaged along with a roof blown off a block house. Numerous trees were uprooted or snapped off above the ground.,,293,,,,,,,,,,,,,
5638672,LIBERTY CO.,HINESVILLE,4/9/1998,545,Tornado, ,F2,1,7,38000000,0,GA,EST, ,2075162,C,179,CHS,0,0, , ,17,400,8,W,8,NE,FLEMINGTON,4/9/1998,605,31.85,-81.73,31.93,-81.47,"F2 tornado moved from Long County into Liberty County, which encompasses much of Fort Stewart Army Base. One soldier was killed while in an administrative building and seven others were injured. Seven buildings were destroyed while another fifty-five(55) suffered different degrees of damage.",,294,,,,,,,,,,,,,
5638673,BRYAN CO.,RICHMOND HILL,4/9/1998,605,Tornado, ,F1,0,0,0,0,GA,EST, ,2075162,C,29,CHS,0,0, , ,5,100,6,W,1,W,RICHMOND HILL,4/9/1998,610,31.93,-81.38,31.93,-81.32,Several trees uprooted or snapped off as F1 ended cycle of destruction from the parent thunderstorm that moved from Long County through Liberty to the western edge of Bryan.,,295,,,,,,,,,,,,,
5641368,SUMMIT CO.,COPLEY,4/9/1998,1245,Tornado, ,F0,0,0,2000,0,OH,EST, ,2076376,C,153,CLE,0,0, , ,0.3,25, , , , ,COPLEY,4/9/1998,1248,41.1,-81.63,41.1,-81.63,A weak tornado touched down briefly near Copley causing some minor roof damage.,,296,,,,,,,,,,,,,
5641369,LORAIN CO.,EATON ESTATES,4/9/1998,1245,Tornado, ,F0,0,0,0,0,OH,EST, ,2076377,C,93,CLE,0,0, , ,0.1,20, , , , ,EATON ESTATES,4/9/1998,1247,41.32,-82.02,41.32,-82.02,A weak tornado briefly touched down.  No damage was reported.,,297,,,,,,,,,,,,,
5641370,PORTAGE CO.,WINDHAM,4/9/1998,1330,Tornado, ,F0,0,0,0,0,OH,EST, ,2076378,C,133,CLE,0,0, , ,0.1,20, , , , ,WINDHAM,4/9/1998,1332,41.23,-81.05,41.23,-81.05,A weak tornado briefly touched down near State Routes 88 and 303.  No damage was reported.,,298,,,,,,,,,,,,,
5641345,BEAVER CO.,UNIONVILLE,4/9/1998,1330,Tornado, ,F1,0,0,10000,0,PA,EST, ,2076735,C,7,PBZ,0,0, , ,0.2,50, , , , ,UNIONVILLE,4/9/1998,1330,40.75,-80.22,40.75,-80.22,An F1 tornado with maximum winds estimated at around 90 MPH briefly touched down and knocked out a 55 foot wide by 30 foot high hole in the southeast corner of a cinder block warehouse.  Several witnesses reported seeing the tornado lift back into the cloud just after it knocked out the wall.  Cinder blocks were blown out roughly 25 to 30 feet to the east from the building. The cell continued moving to the southeast with no other damage reported.,,299,,,,,,,,,,,,,
5641371,TRUMBULL CO.,LEAVITTSBURG,4/9/1998,1428,Tornado, ,F0,0,0,0,0,OH,EST, ,2076379,C,155,CLE,0,0, , ,0.1,20, , , , ,LEAVITTSBURG,4/9/1998,1430,41.25,-80.88,41.25,-80.88,A weak tornado briefly touched down.  No damage was reported.,,300,,,,,,,,,,,,,
5649903,CHESAPEAKE (C) CO.,CHESAPEAKE,4/9/1998,1500,Tornado, ,F0,0,0,25000,0,VA,EST, ,2078346,C,550,AKQ,0,0,NWS STORM SURVEY, ,5,50, , , , ,CHESAPEAKE,4/9/1998,1520,36.82,-76.27,36.82,-76.27,"Tornado with wind speeds of 60 to 70 mph uprooted several trees and sheared the tops off many others in a 4 to 5 mile long path in northern portions of the city of Chesapeake. The first identifiable tornado damage was seen just south of the intersection of Dominion Boulevard and Great Bridge Boulevard. Several trees were downed/topped in the Riverwalk Subdivision. There was damage to a couple of homes as a result of trees falling on them. Tornado moved east-northeast to just northwest of the intersection of Volvo Parkway and Kempsville Road. Several trees were downed/topped in this area as well, with a couple of homes damaged by falling trees/limbs. Tornado appeared to remain just above the ground, with all structural damage resulting from falling trees/limbs. There were no injuries or deaths associated with this event.",,301,,,,,,,,,,,,,
5636437,CALLAWAY CO.,KINGDOM CITY,4/13/1998,1340,Tornado, ,F1,0,0,50000,0,MO,CST, ,2075233,C,27,LSX,0,0, , ,0.5,70,3,S,3,S,KINGDOM CITY,4/13/1998,1343,38.92,-91.92,38.92,-91.92,"A small tornado occurred along Highway 54 between Kingdom City and Fulton, destroying 4 mobile homes and damaging at least 6 others. The destroyed mobile homes were unoccupied. A nearby barn lost its roof and several nearby storage sheds were also destroyed.",,302,,,,,,,,,,,,,
5636722,MONTGOMERY CO.,BELLFLOWER,4/13/1998,1420,Tornado, ,F0,0,0,0,0,MO,CST, ,2075289,C,139,LSX,0,0, , ,0.2,50, , , , ,BELLFLOWER,4/13/1998,1421,39,-91.37,39,-91.37,A sheriff deputy reported a brief tornado touchdown in open country near Bellflower. There was no damage.,,303,,,,,,,,,,,,,
5636456,WARREN CO.,WARRENTON,4/13/1998,1509,Tornado, ,F0,0,0,500,0,MO,CST, ,2075247,C,219,LSX,0,0, , ,8.5,50,1,E,3,E,WRIGHT CITY,4/13/1998,1522,38.82,-91.12,38.83,-90.97,,"A weak tornado tracked from just east of Warrenton in Warren County to Lake St. Louis in St. Charles County. The tornado was spotted several times along the path by severe storm spotters, intermittently touching down but causing very little damage. The only reported damage of note was to the garage doors at the truck weigh station along Interstate 70 in Foristell.",304,,,,,,,,,,,,,
5636457,ST. CHARLES CO.,FORISTELL,4/13/1998,1522,Tornado, ,F0,0,0,0,0,MO,CST, ,2075247,C,183,LSX,0,0, , ,9.5,50, , , , ,LAKE ST LOUIS,4/13/1998,1544,38.82,-90.95,38.8,-90.73,,"A weak tornado tracked from just east of Warrenton in Warren County to Lake St. Louis in St. Charles County. The tornado was spotted several times along the path by severe storm spotters, intermittently touching down but causing very little damage. The only reported damage of note was to the garage doors at the truck weigh station along Interstate 70 in Foristell.",305,,,,,,,,,,,,,
5636724,STE. GENEVIEVE (C) CO.,LAWRENCETON,4/13/1998,1626,Tornado, ,F1,0,0,60000,0,MO,CST, ,2075291,C,186,LSX,0,0, , ,0.2,75,2,W,2,W,LAWRENCETON,4/13/1998,1628,37.97,-90.33,37.97,-90.33,,A small tornado caused damage along County Route Y just west of Lawrenceton. The County Tavern business was destroyed and a mobile home lost half of its roof. Tow people inside the tavern escaped injury by taking shelter in the bar's meat cooler. Trees and power lines were also downed in the area.,306,,,,,,,,,,,,,
5636460,ST. LOUIS CO.,MARYLAND HGTS,4/13/1998,1635,Tornado, ,F1,0,1,2500000,0,MO,CST, ,2075249,C,189,LSX,0,0, , ,3,100, , , , ,OVERLAND,4/13/1998,1640,38.72,-90.43,38.7,-90.38,,"A small tornado left a path of damage across west St. Louis County, from the WestPort area in Maryland Heights to near Ashby Road in Overland. Most of the damage was F0 in intensity; primarily damage to trees, power lines, roofs and some decks and porches. About 30 homes and 40 businesses suffered some type of damage. The F1 damage was limited to a small area near Lackland Road and Lindbergh Boulevard. The Carol House Furniture store suffered the most damage, losing part of a wall and the roof. Two nearby automobile dealerships had about 200 cars damaged. One school had roof damage and windows broken. The one injury occurred when a century-old oak tree crashed into the kitchen where a man was sitting. He was treated for head and leg injuries.",307,,,,,,,,,,,,,
5636720,MADISON CO.,GRANITE CITY,4/13/1998,1705,Tornado, ,F1,0,0,800000,0,IL,CST, ,2075287,C,119,LSX,0,0, , ,9.5,75, , , , ,EDWARDSVILLE,4/13/1998,1715,38.72,-90.13,38.82,-89.95,,"The same thunderstorm that produced a tornado in St. Louis County produced another in Madison County from Granite City to Edwardsville. The tornado first caused damage on the northwest side of Granite City at the Nameoki Trailer Park where 5 mobile homes were damaged by downed trees. The tornado moved northeast to Pontoon Beach where about 6 homes suffered roof damage. The tornado weakened, but gained strength again and caused damage on the south side of Edwardsville, primarily at the intersection of Center Grove, Goshen, and Troy roads. Several businesses suffered roof damage in this area, among them a floor covering store, an autobody shop, and the Moose Lodge. A nearby daycare also suffered minor roof damage.",308,,,,,,,,,,,,,
5643738,JOHNSON CO.,CYPRESS,4/13/1998,2009,Tornado, ,F1,0,1,60000,0,IL,CST, ,2076037,C,87,PAH,0,0, , ,1,40,2,SW,1,S,CYPRESS,4/13/1998,2011,37.35,-89.05,37.35,-89.02,"A short-lived tornado began along the Union County line, just southwest of Cypress, and tracked east along a rural road before dissipating at State Route 37. A small barn, about 150 square feet in area, was blown across the road. Some pieces of wood were stuck in the ground at an angle up to 200 feet away. One house sustained siding damage. Another house had a portion of its roof lifted up and placed back down again. A bedroom in the house was damaged. In addition, very minor damage occurred to a greenhouse, an abandoned house, and a couple of mobile homes. Trees, power lines, and power poles were down along the path of the tornado. Large trees, two feet in diameter, were blown down in between two mobile homes. Along Route 37, six power poles were snapped off about two feet above the ground. A female motorist was injured when her moving vehicle was struck by a falling tree. She was treated and released from a local hospital for minor injuries. Just north of Cypress, several large trees were down, but this damage was likely due to straight-line thunderstorm winds.",,309,,,,,,,,,,,,,
5643831,GRAVES CO.,POTTSVILLE,4/13/1998,2213,Tornado, ,F1,0,0,200000,0,KY,CST, ,2076055,C,83,PAH,0,0, , ,7,100, , , , ,VIOLA,4/13/1998,2223,36.85,-88.72,36.85,-88.63,"A tornado caused considerable damage to residences, automobiles, and trees in an area roughly following Kentucky 408, north of Mayfield. Two  vehicles were overturned. A mobile home was demolished. Several homes sustained damage to siding and roofing. An outbuilding was blown across a roadway.  Large trees were blown down across Kentucky Route 945, blocking it for several hours.",,310,,,,,,,,,,,,,
5638957,DECATUR CO.,OBERLIN,4/14/1998,1506,Tornado, ,F1,0,0,2000,0,KS,CST, ,2074879,C,39,GLD,0,0, , ,1.2,50,6,W,5,W,OBERLIN,4/14/1998,1513,39.82,-100.63,39.82,-100.62,Landspout tornado observed by personnel from KFNF radio station hit farmstead and slightly damaged home and outbuildings.  Tornado moved ESE across U. S. Highway 36 before dissipating around 1513 CST.,,311,,,,,,,,,,,,,
5639058,DECATUR CO.,OBERLIN,4/14/1998,1515,Tornado, ,F1,0,0,2500,0,KS,CST, ,2074879,C,39,GLD,0,0, , ,7.5,200,6,WNW,2,E,OBERLIN,4/14/1998,1535,39.85,-100.62,39.82,-100.48,Tornado moved southeast then east until it passed 1.5 miles north of Oberlin; then it moved southeast again.  Siding was torn from residence 1.5 miles north of Oberlin.  At the golf course...a tree was taken down and a window was broken.,,312,,,,,,,,,,,,,
5639059,DECATUR CO.,OBERLIN,4/14/1998,1525,Tornado, ,F0,0,0,0,0,KS,CST, ,2074879,C,39,GLD,0,0, , ,0.1,50,4,N,4,N,OBERLIN,4/14/1998,1525,39.87,-100.52,39.87,-100.52,Brief tornado observed by law enforcement.,,313,,,,,,,,,,,,,
5639060,DECATUR CO.,OBERLIN,4/14/1998,1605,Tornado, ,F1,0,0,500,0,KS,CST, ,2074879,C,39,GLD,0,0, , ,0.2,50,6,E,6,E,OBERLIN,4/14/1998,1605,39.82,-100.4,39.82,-100.4,Briief tornado.  Individual drove through the tornado.  Side view mirrors and windshield wipers were ripped from vehicle.,,314,,,,,,,,,,,,,
5662164,HENRY CO.,HOOPPOLE,4/15/1998,1450,Tornado, ,F0,0,0,0,100,IL,CST, ,2082782,C,73,DVN,0,0,TRAINED SPOTTER, ,0.1,1,2,S,2,S,HOOPPOLE,4/15/1998,1450,41.53,-89.92,41.53,-89.92,,"Strong thunderstorms pushed across western Illinois producing hail, 2 brief tornadoes and numerous funnel cloud reports. A tornado south of Hooppole did minor damage to a corn field while no damage was reported with the tornado west of Viola..",315,,,,,,,,,,,,,
5662165,MERCER CO.,VIOLA,4/15/1998,1600,Tornado, ,F0,0,0,0,0,IL,CST, ,2082782,C,131,DVN,0,0,GENERAL PUBLIC, ,0.1,1,1,W,1,W,VIOLA,4/15/1998,1600,41.2,-90.6,41.2,-90.6,,"Strong thunderstorms pushed across western Illinois producing hail, 2 brief tornadoes and numerous funnel cloud reports. A tornado south of Hooppole did minor damage to a corn field while no damage was reported with the tornado west of Viola..",316,,,,,,,,,,,,,
5636727,MONROE CO.,WATERLOO,4/15/1998,1647,Tornado, ,F0,0,0,0,0,IL,CST, ,2075294,C,133,LSX,0,0, , ,0.1,50,10,SSE,10,SSE,WATERLOO,4/15/1998,1648,38.2,-90.08,38.2,-90.08,,Severe storm spotters reported a brief tornado in open country south of Waterloo.,317,,,,,,,,,,,,,
5636728,ST. CLAIR CO.,MARISSA,4/15/1998,1712,Tornado, ,F0,0,0,0,0,IL,CST, ,2075295,C,163,LSX,0,0, , ,0.2,10, , , , ,MARISSA,4/15/1998,1712,38.23,-89.75,38.23,-89.75,"The Marissa Fire Chief reported a small tornado near the fire station. Damage consisted of a few downed trees, the bleachers at a baseball field were destroyed, and a trash dumpster was blown into the side of a building breaking some bricks.",,318,,,,,,,,,,,,,
5643833,PERRY CO.,SWANWICK,4/15/1998,1732,Tornado, ,F0,0,0,0,0,IL,CST, ,2076057,C,145,PAH,0,0, , ,1,50,4,NW,4,NW,SWANWICK,4/15/1998,1732,38.2,-89.58,38.2,-89.58,"A funnel cloud briefly touched down in farm fields. The weak, short-lived tornado was videotaped by a storm chaser.",,319,,,,,,,,,,,,,
5636729,WASHINGTON CO.,NASHVILLE,4/15/1998,1732,Tornado, ,F0,0,0,0,0,IL,CST, ,2075296,C,189,LSX,0,0, , ,0.2,20,15,SW,15,SW,NASHVILLE,4/15/1998,1733,38.2,-89.58,38.2,-89.58,Severe storm spotters reported a brief tornado in open country. There was no damage.,,320,,,,,,,,,,,,,
5636730,MONROE CO.,WATERLOO,4/15/1998,1805,Tornado, ,F0,0,0,10000,0,IL,CST, ,2075297,C,133,LSX,0,0, , ,6,25,6,SE, , ,HECKER,4/15/1998,1815,38.27,-90.07,38.3,-90,,"A small tornado initially touched down southeast of Waterloo and then moved northeast leaving an intermittent damage path, which primarily consisted of downed trees. A parked ambulance was overturned at the intersection of Highways 159 and 156 near Hecker. The tornado moved along the Kaskaskia River downing trees finally dissipating near Fayettville.",321,,,,,,,,,,,,,
5636731,ST. CLAIR CO.,SMITHTON,4/15/1998,1815,Tornado, ,F0,0,0,0,0,IL,CST, ,2075297,C,163,LSX,0,0, , ,9,50,7,S, , ,FAYETTEVILLE,4/15/1998,1825,38.32,-89.98,38.38,-89.8,,"A small tornado initially touched down southeast of Waterloo and then moved northeast leaving an intermittent damage path, which primarily consisted of downed trees. A parked ambulance was overturned at the intersection of Highways 159 and 156 near Hecker. The tornado moved along the Kaskaskia River downing trees finally dissipating near Fayettville.",322,,,,,,,,,,,,,
5636872,WASHINGTON CO.,HOYLETON,4/15/1998,1830,Tornado, ,F1,0,0,20000,0,IL,CST, ,2075298,C,189,LSX,0,0, , ,2,50,1,S,2,E,HOYLETON,4/15/1998,1840,38.43,-89.27,38.45,-89.23,,"A small tornado destroyed a barn, a couple of other farm buildings, and downed trees  in the Hoyleton area.",323,,,,,,,,,,,,,
5643834,JEFFERSON CO.,CRAVAT,4/15/1998,1843,Tornado, ,F2,0,1,400000,0,IL,CST, ,2076058,C,81,PAH,0,0, , ,5,250,1,NW,5,NE,CRAVAT,4/15/1998,1849,38.42,-89.08,38.47,-89.02,Six houses sustained major damage in Cravat. One house was moved about 10 feet off of its foundation with the back portion of the house destroyed. One truck and some farm machinery were tossed 50 feet. Several small barns and outbuildings were destroyed. A truck driver sustained broken ribs when his tractor trailer was lifted up by the tornado. The trailer was lifted up into a vertical position before being set back down and rolling over. Several mobile homes were overturned.,,324,,,,,,,,,,,,,
5636873,MARION CO.,WALNUT HILL,4/15/1998,1849,Tornado, ,F2,0,0,50000,0,IL,CST, ,2075299,C,121,LSX,0,0, , ,0.5,350,0,NW,1,N,WALNUT HILL,4/15/1998,1850,38.48,-89.05,38.5,-89.05,,A tornado which formed in Jefferson County near Cravat moved northeast into Marion County at Walnut Hill. Witnesses who saw the tornado noted a twin structure; two vortices very close to one another. Three homes suffered exterior wall or roof damage while five barns/farm implement buildings were destroyed. Trees were also uprooted.,325,,,,,,,,,,,,,
5636885,MARION CO.,WALNUT HILL,4/15/1998,1852,Tornado, ,F2,0,0,0,0,IL,CST, ,2075300,C,121,LSX,0,0, , ,4,300,1,NE,9,E,CENTRALIA,4/15/1998,1900,38.5,-89.03,38.53,-88.97,,"The thunderstorm which spawned the tornado from Cravat to Walnut Hill produced another twin/multiple vortex tornado from just northeast of Walnut Hill to the intersection of Interstate 57 and Illinois Route 161. The tornado moved through a heavily wooded area and destroyed several barns/farm implement buildings, one mobile home, and damaged several homes. The tornado narrowed in width, losing its twin characteristics as it approached the intersection of Interstate 57 and State Route 161. Six homes were damaged, one mobile home destroyed, and eleven barn/farm implement buildings were either damaged or completely destroyed. Two tractor trailers were overturned by the tornado near the intersection of I-57/161.",326,,,,,,,,,,,,,
5636886,MARION CO.,CARTTER,4/15/1998,1905,Tornado, ,F1,0,0,0,0,IL,CST, ,2075301,C,121,LSX,0,0, , ,9,250,3,SW,3,SE,IUKA,4/15/1998,1920,38.5,-88.95,38.58,-88.75,,"The Cravat/Walnut Hill supercell thunderstorm produced a third tornado, this one starting southwest of Cartter near the intersection of Highways 37 and 161. One mobile home was destroyed, 18 barns/farm implement buildings were damaged or destroyed, and 8 homes suffered varying degrees of damage. Acres of trees were also uprooted/damaged along the path.",327,,,,,,,,,,,,,
5663121,MADISON CO.,SACO,4/15/1998,1939,Tornado, ,F1,0,0,0,0,MO,CST, ,2082622,C,123,LSX,0,0,EMERGENCY MANAGER, ,12,100,2,ESE,1,SW,MARQUAND,4/15/1998,1939,37.35,-90.42,37.42,-90.18,,A tornado formed just southeast of Saco near Highway HH and tracked northeast to just southwest of Marquand. Rows of trees were downed along the path. A barn and some outbuildings were damaged at the end of the track near the intersection of County Road 310 and Highway M.,328,,,,,,,,,,,,,
5641541,CLAY CO.,FLORA,4/15/1998,1945,Tornado, ,F2,0,8,2100000,0,IL,CST, ,2076546,C,25,ILX,0,0, , ,9.5,150,3,WSW,2,NW,CLAY CITY,4/15/1998,2000,38.65,-88.53,38.7,-88.38,,"A severe thunderstorm, which originated in eastern Missouri, travelled to the east across southern Illinois.  It produced numerous tornadoes.  When it moved into our county warning area, it produced two tornadoes over Clay County.  The first tornado touched down 3 miles west southwest of Flora.  As it travelled to the northeast it destroyed a set of crossing signals along a set of railroad tracks.  It moved parallel to the tracks and on the west edge of Flora it blew 60 to 70 cars of a moving CSX freight train off the tracks.  No injuries were reported with the train crew or anyone nearby.  At this point the tornado was F2 intensity.  Most of the tornado track through Flora stayed south of the railroad tracks.  In this area most of the structural damage to frame houses was relatively minor with roof/siding damage the most common.  A few homes totally lost roofs, garages/storage sheds were destroyed, and one unanchored mobile home was destroyed and landed about 100 feet from its foundation.  Three occupants sustained minor injuries.  Several vehicles in the area were damaged from falling trees and debris.  The tornado briefly lifted and came down again on the east side of town.  It damaged or destroyed 40 to 50 condominiums, which was due more to a result of poor construction techniques rather than wind speed.  Roof structures did not survive, with the rafters only consisting of 2x4s.  The tornado was rated F1 in this area.  After hitting the condominium complex, the tornado caused light damage to an industrial park with power poles down and 10 businesses sustaining damage.  From there the damage was light, mainly to trees.  Two miles northwest of Clay City, the tornado overturned a mobile home before lifting.  At about the same time, half a mile to the north of the first tornado, another tornado formed and touched down.  It destroyed a mobile home (F2 intensity) and then travelled to the northeast causing spotty damage, mainly to trees.  It destroyed a shed 5 miles north of Olney (Richland County) before lifting and dissipating.  In total 8 people sustained minor injuries.  Damage in Clay County was estimated around $2.2 million and no damage estimate was available for Richland County.",329,,,,,,,,,,,,,
5643832,PERRY CO.,CROSSTOWN,4/15/1998,1950,Tornado, ,F0,0,0,0,0,MO,CST, ,2076056,C,157,PAH,0,0, , ,0.2,20,1,E,1,E,CROSSTOWN,4/15/1998,1950,37.75,-89.72,37.75,-89.72,Storm spotters reported a brief tornado near Crosstown. No damage was reported.,,330,,,,,,,,,,,,,
5641542,CLAY CO.,CLAY CITY,4/15/1998,2000,Tornado, ,F2,0,0,100000,0,IL,CST, ,2076546,C,25,ILX,0,0, , ,6.5,150,3,NW,7,NE,CLAY CITY,4/15/1998,2015,38.72,-88.38,38.75,-88.25,,"A severe thunderstorm, which originated in eastern Missouri, travelled to the east across southern Illinois.  It produced numerous tornadoes.  When it moved into our county warning area, it produced two tornadoes over Clay County.  The first tornado touched down 3 miles west southwest of Flora.  As it travelled to the northeast it destroyed a set of crossing signals along a set of railroad tracks.  It moved parallel to the tracks and on the west edge of Flora it blew 60 to 70 cars of a moving CSX freight train off the tracks.  No injuries were reported with the train crew or anyone nearby.  At this point the tornado was F2 intensity.  Most of the tornado track through Flora stayed south of the railroad tracks.  In this area most of the structural damage to frame houses was relatively minor with roof/siding damage the most common.  A few homes totally lost roofs, garages/storage sheds were destroyed, and one unanchored mobile home was destroyed and landed about 100 feet from its foundation.  Three occupants sustained minor injuries.  Several vehicles in the area were damaged from falling trees and debris.  The tornado briefly lifted and came down again on the east side of town.  It damaged or destroyed 40 to 50 condominiums, which was due more to a result of poor construction techniques rather than wind speed.  Roof structures did not survive, with the rafters only consisting of 2x4s.  The tornado was rated F1 in this area.  After hitting the condominium complex, the tornado caused light damage to an industrial park with power poles down and 10 businesses sustaining damage.  From there the damage was light, mainly to trees.  Two miles northwest of Clay City, the tornado overturned a mobile home before lifting.  At about the same time, half a mile to the north of the first tornado, another tornado formed and touched down.  It destroyed a mobile home (F2 intensity) and then travelled to the northeast causing spotty damage, mainly to trees.  It destroyed a shed 5 miles north of Olney (Richland County) before lifting and dissipating.  In total 8 people sustained minor injuries.  Damage in Clay County was estimated around $2.2 million and no damage estimate was available for Richland County.",331,,,,,,,,,,,,,
5641543,RICHLAND CO.,NOBLE,4/15/1998,2015,Tornado, ,F0,0,0,0,0,IL,CST, ,2076546,C,159,ILX,0,0, , ,9.5,100,4,NW,5,N,OLNEY,4/15/1998,2025,38.73,-88.27,38.8,-88.08,,"A severe thunderstorm, which originated in eastern Missouri, travelled to the east across southern Illinois.  It produced numerous tornadoes.  When it moved into our county warning area, it produced two tornadoes over Clay County.  The first tornado touched down 3 miles west southwest of Flora.  As it travelled to the northeast it destroyed a set of crossing signals along a set of railroad tracks.  It moved parallel to the tracks and on the west edge of Flora it blew 60 to 70 cars of a moving CSX freight train off the tracks.  No injuries were reported with the train crew or anyone nearby.  At this point the tornado was F2 intensity.  Most of the tornado track through Flora stayed south of the railroad tracks.  In this area most of the structural damage to frame houses was relatively minor with roof/siding damage the most common.  A few homes totally lost roofs, garages/storage sheds were destroyed, and one unanchored mobile home was destroyed and landed about 100 feet from its foundation.  Three occupants sustained minor injuries.  Several vehicles in the area were damaged from falling trees and debris.  The tornado briefly lifted and came down again on the east side of town.  It damaged or destroyed 40 to 50 condominiums, which was due more to a result of poor construction techniques rather than wind speed.  Roof structures did not survive, with the rafters only consisting of 2x4s.  The tornado was rated F1 in this area.  After hitting the condominium complex, the tornado caused light damage to an industrial park with power poles down and 10 businesses sustaining damage.  From there the damage was light, mainly to trees.  Two miles northwest of Clay City, the tornado overturned a mobile home before lifting.  At about the same time, half a mile to the north of the first tornado, another tornado formed and touched down.  It destroyed a mobile home (F2 intensity) and then travelled to the northeast causing spotty damage, mainly to trees.  It destroyed a shed 5 miles north of Olney (Richland County) before lifting and dissipating.  In total 8 people sustained minor injuries.  Damage in Clay County was estimated around $2.2 million and no damage estimate was available for Richland County.",332,,,,,,,,,,,,,
5643837,JACKSON CO.,DE SOTO,4/15/1998,2036,Tornado, ,F0,0,0,0,0,IL,CST, ,2076061,C,77,PAH,0,0, , ,0.3,30,2,W,2,W,DE SOTO,4/15/1998,2036,37.82,-89.27,37.82,-89.27,A weak short-lived tornado was observed by storm spotters. The tornado apparently did little or no damage.,,333,,,,,,,,,,,,,
5640973,VAN BUREN CO.,CLINTON,4/15/1998,2045,Tornado, ,F0,0,0,0,0,AR,CST, ,2076631,C,141,LZK,0,0, , ,2,100,1,W,2,NE,CLINTON,4/15/1998,2046,35.58,-92.48,35.6,-92.45,"An F0 tornado touched downed about one half mile west of Clinton on Highway 16.  A tree fell on a house with some roof damage noted.  More trees were knocked down about 100 yards farther east, with some shingle damage to an outbuilding.  About a mile northeast of the initial damage, a tree fell across a power line and blocked Highway 16.  About a mile farther northeast, a large tree limb was found in the driveway of a home, with tree tops removed near the home.  The damage was consistent with an F0 rating.",,334,,,,,,,,,,,,,
5643836,JACKSON CO.,(MDH)CRBNDL/MRFYSBRO,4/15/1998,2134,Tornado, ,F0,0,0,0,0,IL,CST, ,2076060,C,77,PAH,0,0, , ,0.4,30,2,NW,1,N,(MDH)CRBNDL/MRFYSBRO,4/15/1998,2134,37.8,-89.27,37.8,-89.25,Illinois State Police reported a brief tornado touchdown near the Southern Illinois Airport between Murphysboro and Carbondale. There was no apparent damage.,,335,,,,,,,,,,,,,
5643835,CAPE GIRARDEAU CO.,POCAHONTAS,4/15/1998,2243,Tornado, ,F0,0,0,10000,0,MO,CST, ,2076059,C,31,PAH,0,0, , ,0.6,40,1,NW,1,NW,POCAHONTAS,4/15/1998,2244,37.5,-89.65,37.5,-89.65,Storm spotters reported a tornado near Pocahontas was only briefly on the ground.,,336,,,,,,,,,,,,,
5643905,PIKE CO.,OTWELL,4/15/1998,2315,Tornado, ,F2,0,0,500000,0,IN,CST, ,2076062,C,125,PAH,0,0, , ,4,50,4,NW,4,N,OTWELL,4/15/1998,2320,38.48,-87.15,38.5,-87.1,The tornado destroyed two large barns and five or six smaller outbuildings. Significant damage occurred to two farm houses. Several trees and power poles were snapped off. Some two-by-fours and a large saw blade were embedded in homes.,,337,,,,,,,,,,,,,
5642005,MISSISSIPPI CO.,MANILA,4/16/1998,150,Tornado, ,F4,2,12,350000,0,AR,CST, ,2075828,C,93,MEG,0,0, , ,5,400,1,SW,2,NE,MANILA,4/16/1998,210,35.87,-90.18,35.9,-90.13,The tornado began just west of Manila and tracked northeast. The tornado demolished or heavily damaged several homes including some mobile homes. Two children were killed in one of these mobile homes. The tornado continued northeast flattening a discount department store and an gas station/food mart. Three small factory and machine shop buildings as well as a furniture store were destroyed. Several other buildings were seriously damaged. The tornado reached the main residential section of Manila destroying several homes. Numerous trees and power lines were also blown down.,,338,,,,,,,,,,,,,
